'sample interval','Fx','Fy','Fz','Mx','My','Mz','COPx','COPy'
800,-1.225,-2.366,-11.652,-1.823,-7.908,-0.166,1.202,-0.342
801,-1.287,-2.336,-11.035,-1.826,-7.787,-0.165,1.186,-0.342
802,-1.39,-2.307,-10.199,-1.83,-7.639,-0.163,1.167,-0.343
803,-1.522,-2.29,-9.198,-1.84,-7.476,-0.159,1.147,-0.344
804,-1.666,-2.292,-8.09,-1.861,-7.306,-0.154,1.127,-0.347
805,-1.81,-2.318,-6.935,-1.892,-7.14,-0.148,1.108,-0.352
806,-1.945,-2.365,-5.8,-1.931,-6.983,-0.141,1.091,-0.359
807,-2.068,-2.428,-4.756,-1.972,-6.839,-0.134,1.075,-0.366
808,-2.183,-2.495,-3.875,-2.007,-6.708,-0.127,1.06,-0.371
809,-2.299,-2.552,-3.228,-2.028,-6.589,-0.119,1.045,-0.375
810,-2.422,-2.589,-2.865,-2.034,-6.481,-0.111,1.029,-0.376
811,-2.553,-2.596,-2.814,-2.023,-6.381,-0.102,1.011,-0.374
812,-2.689,-2.57,-3.068,-1.999,-6.288,-0.094,0.991,-0.369
813,-2.819,-2.516,-3.595,-1.966,-6.204,-0.088,0.97,-0.364
814,-2.934,-2.443,-4.339,-1.926,-6.128,-0.085,0.948,-0.357
815,-3.024,-2.359,-5.23,-1.878,-6.064,-0.087,0.926,-0.348
816,-3.087,-2.273,-6.199,-1.819,-6.01,-0.092,0.906,-0.338
817,-3.125,-2.19,-7.181,-1.744,-5.963,-0.1,0.886,-0.325
818,-3.147,-2.109,-8.118,-1.648,-5.919,-0.111,0.868,-0.308
819,-3.166,-2.025,-8.963,-1.53,-5.869,-0.121,0.849,-0.286
820,-3.195,-1.936,-9.675,-1.393,-5.805,-0.131,0.829,-0.261
821,-3.242,-1.841,-10.219,-1.244,-5.721,-0.138,0.807,-0.233
822,-3.309,-1.746,-10.565,-1.093,-5.61,-0.144,0.783,-0.205
823,-3.392,-1.657,-10.691,-0.949,-5.473,-0.147,0.755,-0.178
824,-3.484,-1.584,-10.584,-0.818,-5.311,-0.15,0.726,-0.153
825,-3.578,-1.532,-10.246,-0.703,-5.129,-0.152,0.696,-0.132
826,-3.669,-1.5,-9.697,-0.6,-4.933,-0.153,0.666,-0.112
827,-3.757,-1.484,-8.977,-0.504,-4.731,-0.154,0.636,-0.094
828,-3.843,-1.473,-8.141,-0.412,-4.527,-0.155,0.608,-0.077
829,-3.931,-1.457,-7.247,-0.323,-4.325,-0.157,0.58,-0.06
830,-4.021,-1.428,-6.346,-0.239,-4.13,-0.161,0.555,-0.044
831,-4.113,-1.382,-5.475,-0.164,-3.945,-0.167,0.53,-0.03
832,-4.2,-1.321,-4.659,-0.102,-3.777,-0.175,0.509,-0.019
833,-4.276,-1.25,-3.92,-0.057,-3.633,-0.182,0.491,-0.011
834,-4.341,-1.179,-3.284,-0.027,-3.519,-0.187,0.477,-0.005
835,-4.395,-1.116,-2.785,-0.007,-3.441,-0.19,0.469,-0.001
836,-4.446,-1.068,-2.46,0.008,-3.403,-0.189,0.465,0.001
837,-4.502,-1.038,-2.346,0.023,-3.403,-0.186,0.467,0.004
838,-4.566,-1.026,-2.465,0.043,-3.437,-0.182,0.471,0.008
839,-4.633,-1.028,-2.82,0.068,-3.499,-0.179,0.479,0.013
840,-4.69,-1.04,-3.386,0.096,-3.584,-0.177,0.488,0.018
841,-4.72,-1.054,-4.112,0.125,-3.688,-0.177,0.499,0.023
842,-4.702,-1.063,-4.936,0.151,-3.807,-0.179,0.511,0.028
843,-4.626,-1.063,-5.795,0.172,-3.939,-0.182,0.526,0.032
844,-4.487,-1.053,-6.633,0.187,-4.082,-0.185,0.542,0.035
845,-4.293,-1.032,-7.416,0.196,-4.233,-0.19,0.561,0.036
846,-4.062,-1.006,-8.122,0.197,-4.386,-0.195,0.582,0.037
847,-3.821,-0.98,-8.747,0.193,-4.537,-0.199,0.603,0.036
848,-3.594,-0.961,-9.29,0.183,-4.676,-0.202,0.622,0.034
849,-3.406,-0.954,-9.747,0.171,-4.796,-0.204,0.64,0.032
850,-3.27,-0.962,-10.104,0.156,-4.89,-0.202,0.653,0.029
851,-3.194,-0.982,-10.328,0.142,-4.952,-0.199,0.662,0.027
852,-3.173,-1.009,-10.371,0.127,-4.985,-0.193,0.668,0.024
853,-3.194,-1.037,-10.18,0.113,-4.992,-0.188,0.671,0.021
854,-3.24,-1.06,-9.712,0.098,-4.984,-0.182,0.675,0.018
855,-3.292,-1.076,-8.963,0.083,-4.97,-0.178,0.681,0.016
856,-3.332,-1.088,-7.979,0.067,-4.962,-0.176,0.691,0.013
857,-3.353,-1.103,-6.858,0.052,-4.966,-0.175,0.704,0.01
858,-3.354,-1.127,-5.737,0.037,-4.987,-0.176,0.721,0.007
859,-3.343,-1.163,-4.753,0.025,-5.025,-0.177,0.739,0.005
860,-3.327,-1.209,-4.015,0.017,-5.077,-0.179,0.757,0.003
861,-3.311,-1.256,-3.589,0.014,-5.141,-0.182,0.774,0.003
862,-3.295,-1.295,-3.489,0.019,-5.214,-0.187,0.788,0.004
863,-3.272,-1.319,-3.697,0.034,-5.296,-0.194,0.801,0.006
864,-3.233,-1.323,-4.174,0.059,-5.383,-0.204,0.812,0.011
865,-3.173,-1.306,-4.872,0.092,-5.476,-0.215,0.821,0.017
866,-3.088,-1.273,-5.733,0.129,-5.572,-0.226,0.83,0.024
867,-2.983,-1.231,-6.696,0.166,-5.668,-0.235,0.837,0.031
868,-2.867,-1.185,-7.695,0.197,-5.762,-0.242,0.843,0.037
869,-2.752,-1.143,-8.664,0.219,-5.85,-0.247,0.849,0.041
870,-2.647,-1.108,-9.536,0.233,-5.925,-0.25,0.853,0.044
871,-2.56,-1.083,-10.244,0.242,-5.984,-0.252,0.856,0.045
872,-2.495,-1.068,-10.726,0.252,-6.02,-0.254,0.858,0.047
873,-2.453,-1.064,-10.94,0.267,-6.03,-0.258,0.857,0.05
874,-2.435,-1.069,-10.87,0.289,-6.013,-0.263,0.855,0.054
875,-2.446,-1.08,-10.536,0.318,-5.971,-0.27,0.851,0.06
876,-2.493,-1.09,-9.989,0.35,-5.905,-0.278,0.844,0.066
877,-2.579,-1.097,-9.293,0.381,-5.821,-0.284,0.836,0.071
878,-2.704,-1.096,-8.512,0.408,-5.722,-0.289,0.827,0.076
879,-2.862,-1.089,-7.696,0.428,-5.613,-0.29,0.815,0.08
880,-3.041,-1.079,-6.877,0.44,-5.499,-0.286,0.803,0.082
881,-3.227,-1.074,-6.073,0.447,-5.386,-0.278,0.791,0.083
882,-3.402,-1.08,-5.301,0.451,-5.279,-0.266,0.78,0.084
883,-3.554,-1.101,-4.584,0.457,-5.187,-0.253,0.771,0.085
884,-3.672,-1.132,-3.949,0.472,-5.117,-0.24,0.765,0.087
885,-3.752,-1.164,-3.425,0.502,-5.074,-0.229,0.763,0.093
886,-3.794,-1.184,-3.033,0.552,-5.065,-0.219,0.766,0.102
887,-3.808,-1.18,-2.779,0.625,-5.09,-0.211,0.773,0.115
888,-3.802,-1.146,-2.65,0.722,-5.148,-0.203,0.785,0.133
889,-3.783,-1.088,-2.63,0.838,-5.236,-0.196,0.802,0.155
890,-3.749,-1.013,-2.706,0.965,-5.348,-0.189,0.822,0.178
891,-3.692,-0.935,-2.885,1.095,-5.481,-0.184,0.844,0.202
892,-3.601,-0.859,-3.191,1.218,-5.63,-0.18,0.868,0.225
893,-3.468,-0.791,-3.655,1.328,-5.793,-0.179,0.894,0.246
894,-3.293,-0.726,-4.306,1.42,-5.969,-0.182,0.919,0.263
895,-3.086,-0.663,-5.151,1.497,-6.155,-0.187,0.944,0.278
896,-2.862,-0.596,-6.168,1.562,-6.347,-0.195,0.969,0.29
897,-2.641,-0.525,-7.303,1.619,-6.542,-0.206,0.993,0.302
898,-2.438,-0.454,-8.472,1.672,-6.734,-0.22,1.016,0.312
899,-2.262,-0.385,-9.575,1.721,-6.915,-0.234,1.038,0.322
900,-2.119,-0.324,-10.507,1.764,-7.081,-0.248,1.059,0.331
901,-2.006,-0.272,-11.179,1.8,-7.224,-0.261,1.078,0.338
902,-1.92,-0.229,-11.529,1.828,-7.341,-0.272,1.097,0.343
903,-1.855,-0.197,-11.533,1.845,-7.431,-0.279,1.113,0.346
904,-1.811,-0.176,-11.208,1.855,-7.494,-0.283,1.129,0.348
905,-1.788,-0.166,-10.6,1.857,-7.534,-0.286,1.143,0.348
906,-1.792,-0.168,-9.776,1.855,-7.556,-0.289,1.156,0.347
907,-1.823,-0.181,-8.808,1.849,-7.565,-0.295,1.167,0.345
908,-1.877,-0.203,-7.767,1.84,-7.565,-0.304,1.178,0.343
909,-1.942,-0.232,-6.722,1.825,-7.56,-0.315,1.188,0.339
910,-2.003,-0.27,-5.74,1.8,-7.552,-0.326,1.197,0.334
911,-2.043,-0.315,-4.891,1.762,-7.545,-0.334,1.205,0.327
912,-2.056,-0.371,-4.244,1.708,-7.541,-0.336,1.211,0.316
913,-2.04,-0.439,-3.856,1.64,-7.542,-0.333,1.215,0.304
914,-2.006,-0.522,-3.771,1.561,-7.552,-0.325,1.218,0.289
915,-1.969,-0.62,-4.006,1.477,-7.571,-0.314,1.219,0.273
916,-1.942,-0.732,-4.544,1.394,-7.595,-0.303,1.218,0.258
917,-1.936,-0.853,-5.331,1.318,-7.621,-0.295,1.214,0.245
918,-1.954,-0.971,-6.269,1.251,-7.642,-0.292,1.209,0.233
919,-1.993,-1.073,-7.231,1.191,-7.655,-0.294,1.201,0.222
920,-2.045,-1.143,-8.081,1.135,-7.656,-0.3,1.192,0.212
921,-2.1,-1.174,-8.694,1.077,-7.645,-0.307,1.184,0.201
922,-2.149,-1.168,-8.988,1.014,-7.623,-0.313,1.177,0.189
923,-2.183,-1.136,-8.933,0.947,-7.593,-0.316,1.171,0.177
924,-2.196,-1.097,-8.563,0.878,-7.557,-0.316,1.169,0.164
925,-2.188,-1.074,-7.958,0.815,-7.52,-0.311,1.168,0.152
926,-2.163,-1.081,-7.23,0.761,-7.485,-0.303,1.169,0.142
927,-2.13,-1.128,-6.491,0.719,-7.456,-0.294,1.172,0.134
928,-2.099,-1.209,-5.834,0.69,-7.435,-0.284,1.175,0.128
929,-2.081,-1.311,-5.319,0.671,-7.422,-0.274,1.178,0.125
930,-2.082,-1.417,-4.969,0.657,-7.416,-0.267,1.18,0.122
931,-2.104,-1.512,-4.782,0.642,-7.414,-0.261,1.182,0.119
932,-2.141,-1.585,-4.745,0.621,-7.413,-0.257,1.182,0.115
933,-2.186,-1.635,-4.843,0.591,-7.411,-0.253,1.18,0.11
934,-2.228,-1.667,-5.066,0.549,-7.407,-0.249,1.177,0.102
935,-2.258,-1.689,-5.405,0.495,-7.4,-0.243,1.172,0.092
936,-2.27,-1.708,-5.85,0.431,-7.392,-0.236,1.166,0.08
937,-2.261,-1.727,-6.377,0.359,-7.383,-0.227,1.159,0.067
938,-2.235,-1.748,-6.948,0.285,-7.375,-0.218,1.152,0.053
939,-2.196,-1.767,-7.509,0.215,-7.367,-0.211,1.144,0.04
940,-2.154,-1.782,-8.003,0.154,-7.357,-0.207,1.137,0.029
941,-2.123,-1.79,-8.377,0.104,-7.342,-0.208,1.13,0.019
942,-2.113,-1.794,-8.6,0.067,-7.314,-0.211,1.123,0.012
943,-2.137,-1.8,-8.669,0.039,-7.27,-0.215,1.114,0.007
944,-2.202,-1.816,-8.614,0.016,-7.204,-0.216,1.102,0.003
945,-2.311,-1.849,-8.485,-0.008,-7.114,-0.211,1.087,-0.002
946,-2.462,-1.9,-8.337,-0.038,-6.999,-0.201,1.067,-0.007
947,-2.647,-1.967,-8.22,-0.076,-6.86,-0.185,1.042,-0.014
948,-2.857,-2.046,-8.161,-0.121,-6.699,-0.168,1.013,-0.023
949,-3.076,-2.126,-8.155,-0.165,-6.519,-0.152,0.979,-0.031
950,-3.292,-2.197,-8.168,-0.202,-6.325,-0.141,0.943,-0.038
951,-3.494,-2.253,-8.136,-0.224,-6.12,-0.136,0.905,-0.042
952,-3.676,-2.286,-7.981,-0.225,-5.91,-0.138,0.868,-0.042
953,-3.84,-2.297,-7.629,-0.205,-5.699,-0.144,0.832,-0.038
954,-3.989,-2.286,-7.024,-0.166,-5.495,-0.152,0.801,-0.031
955,-4.126,-2.261,-6.151,-0.112,-5.306,-0.158,0.775,-0.021
956,-4.25,-2.224,-5.039,-0.049,-5.141,-0.161,0.757,-0.009
957,-4.353,-2.18,-3.766,0.02,-5.012,-0.158,0.748,0.004
958,-4.423,-2.126,-2.46,0.093,-4.93,-0.154,0.747,0.017
959,-4.445,-2.061,-1.28,0.17,-4.902,-0.15,0.755,0.031
960,-4.41,-1.983,-0.391,0.253,-4.931,-0.149,0.77,0.047
961,-4.316,-1.894,0.067,0.345,-5.016,-0.156,0.791,0.063
962,-4.17,-1.797,0.008,0.447,-5.151,-0.169,0.815,0.082
963,-3.989,-1.697,-0.587,0.557,-5.327,-0.187,0.841,0.102
964,-3.793,-1.595,-1.67,0.675,-5.532,-0.209,0.867,0.124
965,-3.604,-1.49,-3.135,0.797,-5.753,-0.23,0.892,0.147
966,-3.437,-1.377,-4.84,0.923,-5.977,-0.249,0.915,0.171
967,-3.3,-1.254,-6.627,1.049,-6.193,-0.264,0.935,0.195
968,-3.19,-1.12,-8.344,1.174,-6.393,-0.273,0.954,0.219
969,-3.099,-0.98,-9.86,1.295,-6.571,-0.274,0.97,0.242
970,-3.012,-0.846,-11.081,1.411,-6.721,-0.268,0.985,0.265
971,-2.92,-0.732,-11.955,1.518,-6.841,-0.257,0.998,0.285
972,-2.813,-0.647,-12.465,1.616,-6.931,-0.242,1.009,0.304
973,-2.692,-0.597,-12.621,1.702,-6.988,-0.226,1.019,0.32
974,-2.561,-0.578,-12.452,1.779,-7.016,-0.212,1.026,0.335
975,-2.431,-0.582,-11.99,1.846,-7.014,-0.202,1.03,0.347
976,-2.316,-0.6,-11.268,1.905,-6.985,-0.197,1.033,0.357
977,-2.232,-0.623,-10.32,1.958,-6.933,-0.196,1.033,0.367
978,-2.192,-0.645,-9.183,2.006,-6.862,-0.199,1.032,0.375
979,-2.203,-0.665,-7.907,2.052,-6.778,-0.204,1.03,0.383
980,-2.265,-0.686,-6.557,2.096,-6.687,-0.21,1.028,0.39
981,-2.369,-0.708,-5.214,2.137,-6.597,-0.216,1.026,0.397
982,-2.502,-0.733,-3.968,2.172,-6.515,-0.222,1.024,0.402
983,-2.647,-0.757,-2.912,2.2,-6.449,-0.228,1.023,0.406
984,-2.79,-0.776,-2.133,2.217,-6.404,-0.235,1.023,0.409
985,-2.919,-0.781,-1.692,2.225,-6.387,-0.242,1.024,0.41
986,-3.025,-0.769,-1.619,2.226,-6.402,-0.249,1.028,0.41
987,-3.104,-0.735,-1.903,2.225,-6.45,-0.258,1.034,0.41
988,-3.152,-0.681,-2.492,2.229,-6.53,-0.266,1.042,0.411
989,-3.165,-0.616,-3.308,2.239,-6.639,-0.275,1.054,0.414
990,-3.137,-0.548,-4.259,2.258,-6.773,-0.283,1.068,0.418
991,-3.065,-0.49,-5.259,2.282,-6.925,-0.289,1.086,0.423
992,-2.949,-0.45,-6.231,2.307,-7.086,-0.293,1.106,0.429
993,-2.795,-0.433,-7.112,2.329,-7.251,-0.296,1.127,0.434
994,-2.613,-0.435,-7.858,2.344,-7.411,-0.296,1.149,0.437
995,-2.413,-0.45,-8.437,2.35,-7.563,-0.295,1.171,0.439
996,-2.207,-0.467,-8.845,2.348,-7.702,-0.294,1.193,0.439
997,-2.004,-0.477,-9.098,2.343,-7.825,-0.293,1.213,0.438
998,-1.814,-0.475,-9.239,2.339,-7.928,-0.293,1.231,0.437
999,-1.645,-0.461,-9.317,2.339,-8.008,-0.296,1.245,0.437
1000,-1.507,-0.441,-9.384,2.346,-8.063,-0.3,1.255,0.439
1001,-1.409,-0.426,-9.471,2.356,-8.089,-0.306,1.259,0.441
1002,-1.356,-0.425,-9.585,2.365,-8.086,-0.312,1.257,0.442
1003,-1.354,-0.447,-9.705,2.366,-8.055,-0.316,1.25,0.443
1004,-1.401,-0.496,-9.791,2.351,-7.997,-0.318,1.238,0.44
1005,-1.492,-0.566,-9.797,2.318,-7.916,-0.315,1.223,0.434
1006,-1.622,-0.647,-9.688,2.265,-7.816,-0.308,1.205,0.424
1007,-1.781,-0.726,-9.444,2.198,-7.7,-0.296,1.186,0.411
1008,-1.96,-0.789,-9.061,2.124,-7.57,-0.282,1.166,0.397
1009,-2.152,-0.829,-8.553,2.052,-7.427,-0.269,1.145,0.383
1010,-2.345,-0.845,-7.941,1.989,-7.275,-0.258,1.123,0.371
1011,-2.533,-0.839,-7.254,1.939,-7.115,-0.251,1.1,0.361
1012,-2.709,-0.82,-6.53,1.9,-6.952,-0.248,1.077,0.353
1013,-2.867,-0.796,-5.814,1.869,-6.794,-0.247,1.056,0.347
1014,-3.005,-0.779,-5.154,1.84,-6.647,-0.247,1.035,0.341
1015,-3.123,-0.778,-4.597,1.808,-6.517,-0.247,1.017,0.335
1016,-3.225,-0.801,-4.184,1.768,-6.407,-0.247,1.001,0.327
1017,-3.314,-0.854,-3.939,1.723,-6.317,-0.247,0.987,0.319
1018,-3.392,-0.934,-3.874,1.677,-6.246,-0.244,0.975,0.31
1019,-3.459,-1.034,-3.99,1.635,-6.191,-0.24,0.963,0.303
1020,-3.514,-1.139,-4.277,1.604,-6.148,-0.234,0.952,0.297
1021,-3.553,-1.236,-4.713,1.589,-6.117,-0.227,0.942,0.295
1022,-3.573,-1.31,-5.265,1.591,-6.097,-0.221,0.932,0.295
1023,-3.571,-1.354,-5.888,1.609,-6.087,-0.217,0.923,0.299
1024,-3.548,-1.363,-6.527,1.638,-6.086,-0.218,0.916,0.305
1025,-3.505,-1.341,-7.118,1.67,-6.092,-0.224,0.911,0.311
1026,-3.447,-1.295,-7.597,1.699,-6.103,-0.233,0.908,0.317
1027,-3.377,-1.236,-7.906,1.719,-6.116,-0.244,0.907,0.321
1028,-3.298,-1.175,-8.009,1.727,-6.129,-0.253,0.908,0.322
1029,-3.217,-1.124,-7.906,1.721,-6.139,-0.259,0.911,0.321
1030,-3.138,-1.091,-7.637,1.706,-6.145,-0.26,0.915,0.318
1031,-3.069,-1.081,-7.273,1.687,-6.145,-0.258,0.919,0.314
1032,-3.014,-1.093,-6.898,1.669,-6.138,-0.253,0.922,0.311
1033,-2.979,-1.121,-6.583,1.658,-6.127,-0.247,0.923,0.308
1034,-2.967,-1.155,-6.372,1.657,-6.113,-0.243,0.923,0.308
1035,-2.98,-1.186,-6.277,1.669,-6.102,-0.241,0.922,0.31
1036,-3.016,-1.206,-6.284,1.692,-6.096,-0.24,0.921,0.314
1037,-3.071,-1.209,-6.368,1.721,-6.095,-0.238,0.92,0.32
1038,-3.137,-1.196,-6.502,1.754,-6.098,-0.236,0.919,0.326
1039,-3.202,-1.17,-6.66,1.786,-6.102,-0.232,0.918,0.332
1040,-3.256,-1.137,-6.827,1.812,-6.102,-0.227,0.916,0.337
1041,-3.291,-1.103,-6.988,1.829,-6.098,-0.221,0.914,0.34
1042,-3.306,-1.077,-7.13,1.834,-6.088,-0.216,0.91,0.342
1043,-3.308,-1.064,-7.24,1.829,-6.076,-0.211,0.907,0.341
1044,-3.31,-1.067,-7.303,1.814,-6.064,-0.207,0.904,0.338
1045,-3.324,-1.085,-7.301,1.794,-6.054,-0.204,0.902,0.334
1046,-3.357,-1.112,-7.21,1.775,-6.048,-0.2,0.902,0.331
1047,-3.407,-1.138,-7.009,1.763,-6.045,-0.197,0.903,0.328
1048,-3.464,-1.155,-6.69,1.761,-6.046,-0.195,0.907,0.328
1049,-3.509,-1.156,-6.271,1.771,-6.053,-0.195,0.913,0.329
1050,-3.524,-1.141,-5.801,1.793,-6.068,-0.198,0.921,0.333
1051,-3.499,-1.115,-5.351,1.823,-6.096,-0.203,0.931,0.338
1052,-3.436,-1.087,-4.999,1.855,-6.139,-0.211,0.943,0.344
1053,-3.349,-1.064,-4.804,1.886,-6.2,-0.22,0.956,0.35
1054,-3.253,-1.048,-4.784,1.908,-6.28,-0.23,0.971,0.354
1055,-3.163,-1.041,-4.917,1.921,-6.375,-0.24,0.988,0.356
1056,-3.082,-1.036,-5.151,1.921,-6.481,-0.247,1.005,0.356
1057,-3.005,-1.029,-5.429,1.911,-6.593,-0.252,1.023,0.355
1058,-2.923,-1.019,-5.71,1.894,-6.706,-0.255,1.04,0.352
1059,-2.828,-1.006,-5.975,1.877,-6.816,-0.257,1.058,0.349
1060,-2.717,-0.995,-6.232,1.866,-6.92,-0.259,1.075,0.347
1061,-2.598,-0.989,-6.495,1.865,-7.018,-0.262,1.09,0.347
1062,-2.483,-0.987,-6.777,1.876,-7.11,-0.263,1.104,0.349
1063,-2.386,-0.988,-7.087,1.895,-7.2,-0.264,1.118,0.353
1064,-2.32,-0.986,-7.425,1.918,-7.287,-0.263,1.13,0.357
1065,-2.291,-0.979,-7.791,1.938,-7.372,-0.261,1.142,0.361
1066,-2.3,-0.963,-8.18,1.952,-7.453,-0.259,1.153,0.364
1067,-2.339,-0.939,-8.581,1.957,-7.526,-0.257,1.163,0.365
1068,-2.399,-0.908,-8.967,1.957,-7.586,-0.257,1.17,0.366
1069,-2.466,-0.876,-9.291,1.952,-7.63,-0.258,1.175,0.365
1070,-2.53,-0.849,-9.487,1.946,-7.654,-0.26,1.177,0.364
1071,-2.578,-0.833,-9.489,1.938,-7.66,-0.263,1.178,0.363
1072,-2.603,-0.833,-9.243,1.929,-7.65,-0.265,1.179,0.361
1073,-2.601,-0.851,-8.739,1.917,-7.628,-0.265,1.18,0.358
1074,-2.569,-0.889,-8.012,1.903,-7.599,-0.263,1.182,0.355
1075,-2.511,-0.942,-7.137,1.884,-7.569,-0.259,1.186,0.351
1076,-2.432,-1.005,-6.21,1.864,-7.541,-0.254,1.19,0.347
1077,-2.344,-1.071,-5.328,1.843,-7.518,-0.249,1.195,0.342
1078,-2.257,-1.13,-4.568,1.825,-7.502,-0.245,1.2,0.338
1079,-2.181,-1.174,-3.99,1.81,-7.497,-0.246,1.205,0.335
1080,-2.123,-1.196,-3.635,1.802,-7.504,-0.25,1.21,0.333
1081,-2.084,-1.193,-3.532,1.801,-7.525,-0.258,1.215,0.333
1082,-2.062,-1.167,-3.698,1.804,-7.56,-0.268,1.22,0.334
1083,-2.052,-1.129,-4.131,1.808,-7.605,-0.278,1.224,0.335
1084,-2.049,-1.087,-4.806,1.81,-7.655,-0.285,1.226,0.336
1085,-2.043,-1.053,-5.661,1.806,-7.705,-0.288,1.226,0.335
1086,-2.03,-1.033,-6.605,1.794,-7.748,-0.288,1.225,0.334
1087,-2.004,-1.026,-7.53,1.774,-7.78,-0.284,1.221,0.331
1088,-1.963,-1.029,-8.326,1.749,-7.798,-0.28,1.216,0.326
1089,-1.909,-1.035,-8.903,1.725,-7.802,-0.276,1.211,0.322
1090,-1.846,-1.04,-9.205,1.704,-7.792,-0.274,1.206,0.319
1091,-1.781,-1.042,-9.219,1.69,-7.771,-0.275,1.202,0.316
1092,-1.719,-1.042,-8.971,1.683,-7.743,-0.279,1.199,0.314
1093,-1.665,-1.045,-8.517,1.681,-7.71,-0.284,1.198,0.314
1094,-1.627,-1.052,-7.93,1.682,-7.674,-0.29,1.197,0.314
1095,-1.605,-1.065,-7.286,1.68,-7.637,-0.295,1.197,0.313
1096,-1.604,-1.084,-6.652,1.674,-7.601,-0.297,1.197,0.311
1097,-1.622,-1.108,-6.084,1.66,-7.566,-0.294,1.196,0.309
1098,-1.66,-1.137,-5.626,1.639,-7.533,-0.288,1.195,0.304
1099,-1.716,-1.167,-5.315,1.609,-7.502,-0.277,1.192,0.299
1100,-1.791,-1.196,-5.17,1.573,-7.472,-0.265,1.188,0.292
1101,-1.881,-1.222,-5.196,1.532,-7.442,-0.253,1.183,0.284
1102,-1.984,-1.243,-5.374,1.489,-7.412,-0.242,1.175,0.276
1103,-2.094,-1.256,-5.662,1.449,-7.382,-0.235,1.166,0.269
1104,-2.202,-1.261,-6.005,1.416,-7.351,-0.231,1.157,0.263
1105,-2.297,-1.258,-6.342,1.391,-7.321,-0.23,1.148,0.259
1106,-2.364,-1.247,-6.62,1.376,-7.295,-0.231,1.14,0.256
1107,-2.392,-1.231,-6.804,1.365,-7.276,-0.235,1.135,0.254
1108,-2.373,-1.21,-6.882,1.356,-7.265,-0.238,1.132,0.252
1109,-2.306,-1.186,-6.867,1.344,-7.261,-0.242,1.131,0.25
1110,-2.2,-1.16,-6.786,1.327,-7.264,-0.244,1.133,0.247
1111,-2.067,-1.134,-6.682,1.305,-7.269,-0.245,1.135,0.243
1112,-1.929,-1.109,-6.601,1.279,-7.273,-0.245,1.136,0.238
1113,-1.803,-1.084,-6.581,1.25,-7.271,-0.245,1.136,0.232
1114,-1.705,-1.064,-6.646,1.22,-7.262,-0.245,1.134,0.227
1115,-1.642,-1.051,-6.803,1.19,-7.243,-0.245,1.129,0.221
1116,-1.615,-1.049,-7.037,1.16,-7.214,-0.245,1.121,0.216
1117,-1.619,-1.061,-7.322,1.131,-7.175,-0.244,1.111,0.211
1118,-1.645,-1.088,-7.625,1.103,-7.127,-0.24,1.098,0.206
1119,-1.686,-1.13,-7.911,1.076,-7.07,-0.234,1.085,0.201
1120,-1.738,-1.182,-8.151,1.048,-7.003,-0.227,1.07,0.196
1121,-1.803,-1.24,-8.325,1.02,-6.926,-0.218,1.053,0.19
1122,-1.881,-1.292,-8.42,0.991,-6.836,-0.21,1.036,0.185
1123,-1.977,-1.332,-8.433,0.96,-6.732,-0.203,1.016,0.179
1124,-2.088,-1.356,-8.369,0.926,-6.615,-0.197,0.995,0.173
1125,-2.212,-1.369,-8.231,0.889,-6.486,-0.194,0.972,0.166
1126,-2.341,-1.378,-8.025,0.849,-6.348,-0.194,0.949,0.158
1127,-2.468,-1.396,-7.752,0.807,-6.207,-0.197,0.925,0.15
1128,-2.584,-1.429,-7.41,0.765,-6.068,-0.201,0.903,0.143
1129,-2.681,-1.481,-6.995,0.726,-5.936,-0.205,0.883,0.135
1130,-2.752,-1.547,-6.502,0.693,-5.815,-0.209,0.866,0.129
1131,-2.793,-1.623,-5.942,0.668,-5.708,-0.211,0.852,0.124
1132,-2.803,-1.702,-5.343,0.655,-5.617,-0.212,0.842,0.122
1133,-2.787,-1.777,-4.756,0.655,-5.544,-0.211,0.835,0.121
1134,-2.753,-1.84,-4.249,0.668,-5.49,-0.208,0.831,0.124
1135,-2.713,-1.884,-3.893,0.692,-5.454,-0.204,0.828,0.128
1136,-2.674,-1.902,-3.745,0.723,-5.437,-0.2,0.827,0.134
1137,-2.64,-1.889,-3.837,0.757,-5.435,-0.196,0.825,0.14
1138,-2.608,-1.843,-4.168,0.791,-5.445,-0.193,0.823,0.146
1139,-2.573,-1.771,-4.703,0.822,-5.464,-0.191,0.821,0.152
1140,-2.532,-1.686,-5.383,0.849,-5.485,-0.189,0.817,0.158
1141,-2.484,-1.603,-6.133,0.873,-5.506,-0.19,0.813,0.162
1142,-2.43,-1.534,-6.88,0.894,-5.521,-0.192,0.807,0.166
1143,-2.378,-1.486,-7.566,0.911,-5.53,-0.196,0.801,0.17
1144,-2.336,-1.46,-8.155,0.926,-5.53,-0.2,0.795,0.173
1145,-2.311,-1.45,-8.636,0.938,-5.521,-0.205,0.788,0.175
1146,-2.304,-1.444,-9.013,0.948,-5.501,-0.208,0.78,0.177
1147,-2.311,-1.436,-9.298,0.957,-5.468,-0.209,0.77,0.179
1148,-2.327,-1.419,-9.5,0.965,-5.417,-0.208,0.759,0.181
1149,-2.345,-1.393,-9.627,0.976,-5.346,-0.205,0.744,0.183
1150,-2.369,-1.36,-9.685,0.991,-5.253,-0.2,0.726,0.185
