'sample interval','Fx','Fy','Fz','Mx','My','Mz','COPx','COPy'
3510,2.248,-0.004,-0.061,0.983,-2.467,0.081,0.462,0.184
3511,2.224,-0.03,-0.075,0.977,-2.469,0.083,0.462,0.182
3512,2.192,-0.054,-0.19,0.971,-2.478,0.09,0.462,0.182
3513,2.156,-0.067,-0.382,0.966,-2.493,0.099,0.462,0.181
3514,2.119,-0.065,-0.62,0.964,-2.508,0.107,0.461,0.181
3515,2.085,-0.049,-0.868,0.962,-2.52,0.114,0.46,0.181
3516,2.056,-0.023,-1.092,0.961,-2.524,0.116,0.457,0.181
3517,2.036,0.004,-1.256,0.959,-2.517,0.114,0.453,0.181
3518,2.028,0.024,-1.33,0.957,-2.499,0.11,0.449,0.181
3519,2.033,0.03,-1.286,0.955,-2.471,0.106,0.444,0.181
3520,2.05,0.017,-1.116,0.954,-2.439,0.104,0.441,0.18
3521,2.077,-0.009,-0.835,0.953,-2.409,0.104,0.439,0.18
3522,2.113,-0.043,-0.485,0.952,-2.385,0.108,0.44,0.179
3523,2.154,-0.074,-0.131,0.951,-2.372,0.113,0.443,0.178
3524,2.199,-0.097,0.156,0.949,-2.369,0.118,0.447,0.177
3525,2.245,-0.11,0.317,0.947,-2.375,0.123,0.45,0.176
3526,2.289,-0.117,0.321,0.946,-2.387,0.126,0.452,0.176
3527,2.329,-0.123,0.176,0.948,-2.401,0.127,0.453,0.177
3528,2.361,-0.132,-0.068,0.953,-2.416,0.125,0.452,0.178
3529,2.386,-0.147,-0.339,0.96,-2.43,0.122,0.451,0.18
3530,2.406,-0.162,-0.554,0.967,-2.443,0.117,0.45,0.181
3531,2.423,-0.174,-0.649,0.972,-2.456,0.113,0.451,0.183
3532,2.441,-0.177,-0.591,0.975,-2.47,0.109,0.454,0.183
3533,2.465,-0.17,-0.388,0.974,-2.485,0.107,0.46,0.182
3534,2.495,-0.153,-0.086,0.969,-2.502,0.107,0.468,0.181
3535,2.53,-0.13,0.241,0.962,-2.522,0.107,0.476,0.179
3536,2.568,-0.106,0.512,0.954,-2.544,0.106,0.484,0.177
3537,2.604,-0.088,0.658,0.946,-2.568,0.104,0.491,0.175
3538,2.633,-0.078,0.644,0.94,-2.593,0.1,0.496,0.174
3539,2.649,-0.077,0.47,0.936,-2.619,0.093,0.498,0.174
3540,2.648,-0.086,0.175,0.935,-2.642,0.085,0.498,0.174
3541,2.631,-0.102,-0.181,0.936,-2.664,0.077,0.496,0.175
3542,2.6,-0.12,-0.531,0.937,-2.682,0.069,0.495,0.176
3543,2.559,-0.136,-0.819,0.938,-2.697,0.062,0.493,0.177
3544,2.516,-0.145,-1.009,0.937,-2.711,0.055,0.493,0.177
3545,2.478,-0.146,-1.084,0.934,-2.726,0.05,0.495,0.176
3546,2.455,-0.138,-1.049,0.933,-2.741,0.046,0.498,0.176
3547,2.453,-0.126,-0.929,0.935,-2.758,0.042,0.503,0.176
3548,2.476,-0.114,-0.764,0.942,-2.773,0.039,0.508,0.177
3549,2.52,-0.109,-0.598,0.953,-2.785,0.036,0.513,0.179
3550,2.577,-0.115,-0.473,0.965,-2.792,0.034,0.516,0.181
3551,2.635,-0.129,-0.412,0.975,-2.791,0.032,0.517,0.183
3552,2.684,-0.146,-0.414,0.981,-2.782,0.031,0.515,0.184
3553,2.715,-0.16,-0.462,0.981,-2.764,0.033,0.511,0.184
3554,2.728,-0.163,-0.524,0.974,-2.738,0.037,0.505,0.183
3555,2.726,-0.154,-0.575,0.961,-2.704,0.044,0.498,0.181
3556,2.712,-0.132,-0.604,0.945,-2.665,0.053,0.49,0.177
3557,2.69,-0.102,-0.615,0.926,-2.622,0.063,0.482,0.174
3558,2.66,-0.068,-0.621,0.907,-2.578,0.073,0.474,0.171
3559,2.62,-0.037,-0.634,0.891,-2.534,0.079,0.466,0.167
3560,2.571,-0.011,-0.654,0.877,-2.487,0.083,0.457,0.165
3561,2.514,0.006,-0.671,0.866,-2.439,0.082,0.447,0.163
3562,2.452,0.013,-0.673,0.859,-2.387,0.079,0.438,0.162
3563,2.388,0.011,-0.649,0.852,-2.333,0.074,0.428,0.16
3564,2.326,-0.001,-0.599,0.845,-2.276,0.071,0.418,0.159
3565,2.265,-0.018,-0.532,0.835,-2.217,0.07,0.408,0.157
3566,2.208,-0.039,-0.467,0.819,-2.158,0.072,0.398,0.154
3567,2.153,-0.059,-0.421,0.796,-2.097,0.078,0.388,0.15
3568,2.102,-0.076,-0.408,0.768,-2.036,0.086,0.377,0.144
3569,2.059,-0.092,-0.433,0.737,-1.973,0.096,0.364,0.139
3570,2.027,-0.108,-0.484,0.707,-1.905,0.106,0.351,0.133
3571,2.009,-0.127,-0.542,0.681,-1.831,0.115,0.336,0.128
3572,2,-0.152,-0.584,0.661,-1.748,0.122,0.32,0.125
3573,1.993,-0.181,-0.595,0.647,-1.658,0.126,0.303,0.122
3574,1.974,-0.212,-0.57,0.636,-1.559,0.128,0.285,0.12
3575,1.928,-0.243,-0.515,0.628,-1.454,0.128,0.267,0.118
3576,1.842,-0.272,-0.447,0.619,-1.345,0.126,0.247,0.117
3577,1.712,-0.301,-0.387,0.609,-1.235,0.125,0.228,0.115
3578,1.544,-0.33,-0.356,0.598,-1.129,0.125,0.209,0.113
3579,1.352,-0.358,-0.364,0.586,-1.03,0.128,0.19,0.11
3580,1.156,-0.385,-0.41,0.573,-0.942,0.133,0.173,0.108
3581,0.978,-0.408,-0.476,0.561,-0.866,0.14,0.158,0.106
3582,0.835,-0.424,-0.535,0.549,-0.801,0.148,0.145,0.104
3583,0.736,-0.432,-0.562,0.538,-0.746,0.156,0.134,0.102
3584,0.685,-0.432,-0.544,0.529,-0.697,0.163,0.126,0.1
3585,0.676,-0.424,-0.49,0.521,-0.656,0.167,0.119,0.099
3586,0.704,-0.411,-0.424,0.516,-0.624,0.169,0.114,0.097
3587,0.758,-0.395,-0.383,0.514,-0.605,0.169,0.111,0.097
3588,0.831,-0.377,-0.396,0.514,-0.605,0.168,0.111,0.097
3589,0.914,-0.359,-0.483,0.518,-0.624,0.168,0.113,0.098
3590,0.999,-0.344,-0.64,0.522,-0.665,0.168,0.118,0.099
3591,1.079,-0.331,-0.845,0.525,-0.724,0.17,0.126,0.1
3592,1.145,-0.321,-1.068,0.526,-0.798,0.173,0.136,0.101
3593,1.193,-0.316,-1.277,0.525,-0.882,0.175,0.149,0.101
3594,1.221,-0.314,-1.443,0.521,-0.968,0.176,0.162,0.1
3595,1.233,-0.317,-1.548,0.519,-1.051,0.174,0.176,0.1
3596,1.236,-0.327,-1.575,0.52,-1.127,0.17,0.19,0.1
3597,1.24,-0.343,-1.521,0.527,-1.194,0.165,0.203,0.101
3598,1.257,-0.362,-1.387,0.543,-1.252,0.159,0.216,0.104
3599,1.293,-0.379,-1.186,0.567,-1.303,0.153,0.228,0.108
3600,1.352,-0.385,-0.938,0.597,-1.35,0.151,0.241,0.113
3601,1.43,-0.372,-0.667,0.632,-1.398,0.151,0.254,0.119
3602,1.516,-0.339,-0.403,0.666,-1.455,0.153,0.269,0.125
3603,1.601,-0.289,-0.175,0.697,-1.526,0.156,0.285,0.131
3604,1.679,-0.231,-0.013,0.722,-1.614,0.158,0.304,0.135
3605,1.749,-0.174,0.056,0.74,-1.72,0.157,0.325,0.138
3606,1.816,-0.129,0.017,0.753,-1.841,0.153,0.347,0.141
3607,1.89,-0.101,-0.124,0.761,-1.971,0.146,0.369,0.142
3608,1.978,-0.093,-0.339,0.769,-2.102,0.139,0.39,0.144
3609,2.085,-0.102,-0.579,0.777,-2.228,0.132,0.41,0.146
3610,2.211,-0.123,-0.78,0.786,-2.344,0.126,0.428,0.148
3611,2.35,-0.149,-0.889,0.796,-2.448,0.123,0.446,0.15
3612,2.493,-0.173,-0.877,0.807,-2.541,0.12,0.463,0.152
3613,2.629,-0.188,-0.754,0.82,-2.626,0.116,0.481,0.155
3614,2.75,-0.191,-0.565,0.834,-2.703,0.111,0.498,0.157
3615,2.853,-0.178,-0.376,0.849,-2.773,0.102,0.514,0.159
3616,2.933,-0.149,-0.242,0.865,-2.835,0.091,0.527,0.162
3617,2.989,-0.107,-0.199,0.879,-2.886,0.077,0.537,0.164
3618,3.021,-0.06,-0.246,0.89,-2.924,0.064,0.544,0.167
3619,3.028,-0.014,-0.357,0.896,-2.95,0.053,0.547,0.168
3620,3.006,0.021,-0.488,0.897,-2.965,0.046,0.548,0.168
3621,2.956,0.037,-0.598,0.892,-2.971,0.044,0.548,0.168
3622,2.88,0.031,-0.657,0.883,-2.971,0.047,0.547,0.166
3623,2.78,0.004,-0.656,0.873,-2.966,0.052,0.546,0.164
3624,2.667,-0.038,-0.601,0.864,-2.957,0.059,0.545,0.162
3625,2.551,-0.083,-0.514,0.86,-2.945,0.064,0.544,0.161
3626,2.443,-0.121,-0.421,0.862,-2.93,0.067,0.543,0.162
3627,2.354,-0.142,-0.342,0.871,-2.915,0.066,0.541,0.163
3628,2.291,-0.142,-0.295,0.883,-2.901,0.063,0.539,0.165
3629,2.256,-0.123,-0.285,0.896,-2.892,0.059,0.537,0.168
3630,2.247,-0.091,-0.309,0.907,-2.889,0.056,0.536,0.17
3631,2.259,-0.054,-0.354,0.912,-2.893,0.054,0.537,0.171
3632,2.284,-0.021,-0.407,0.911,-2.903,0.054,0.538,0.171
3633,2.317,0.002,-0.453,0.906,-2.916,0.057,0.539,0.17
3634,2.351,0.012,-0.487,0.899,-2.928,0.061,0.541,0.169
3635,2.381,0.007,-0.51,0.891,-2.935,0.065,0.542,0.167
3636,2.404,-0.008,-0.526,0.885,-2.936,0.067,0.542,0.166
3637,2.417,-0.027,-0.54,0.883,-2.929,0.067,0.541,0.166
3638,2.417,-0.04,-0.553,0.886,-2.915,0.066,0.538,0.166
3639,2.4,-0.042,-0.562,0.892,-2.895,0.063,0.534,0.168
3640,2.366,-0.028,-0.564,0.901,-2.87,0.06,0.529,0.169
3641,2.313,-0.002,-0.56,0.911,-2.841,0.057,0.524,0.171
3642,2.245,0.029,-0.552,0.92,-2.81,0.056,0.518,0.173
3643,2.17,0.057,-0.543,0.923,-2.777,0.056,0.512,0.173
3644,2.096,0.073,-0.53,0.921,-2.744,0.057,0.506,0.173
3645,2.033,0.074,-0.509,0.913,-2.712,0.059,0.501,0.171
3646,1.987,0.061,-0.475,0.9,-2.679,0.062,0.495,0.169
3647,1.957,0.038,-0.426,0.886,-2.647,0.067,0.49,0.166
3648,1.94,0.012,-0.37,0.873,-2.613,0.073,0.484,0.164
3649,1.925,-0.01,-0.322,0.863,-2.575,0.079,0.478,0.162
3650,1.902,-0.024,-0.297,0.855,-2.532,0.085,0.47,0.16
3651,1.864,-0.031,-0.311,0.849,-2.485,0.091,0.461,0.159
3652,1.81,-0.033,-0.369,0.844,-2.436,0.094,0.451,0.158
3653,1.745,-0.037,-0.469,0.837,-2.389,0.097,0.441,0.157
3654,1.676,-0.047,-0.595,0.829,-2.348,0.098,0.432,0.156
3655,1.612,-0.065,-0.721,0.82,-2.318,0.101,0.424,0.155
3656,1.558,-0.088,-0.822,0.812,-2.303,0.105,0.42,0.153
3657,1.514,-0.11,-0.875,0.805,-2.302,0.111,0.419,0.152
3658,1.48,-0.126,-0.864,0.801,-2.317,0.12,0.422,0.151
3659,1.454,-0.131,-0.786,0.802,-2.346,0.131,0.429,0.151
3660,1.441,-0.127,-0.654,0.811,-2.39,0.141,0.439,0.153
3661,1.449,-0.119,-0.496,0.829,-2.449,0.149,0.452,0.156
3662,1.485,-0.11,-0.347,0.856,-2.523,0.153,0.468,0.161
3663,1.557,-0.107,-0.236,0.891,-2.613,0.153,0.486,0.167
3664,1.667,-0.107,-0.172,0.928,-2.717,0.148,0.507,0.174
3665,1.811,-0.109,-0.144,0.965,-2.834,0.139,0.529,0.18
3666,1.976,-0.107,-0.119,0.997,-2.96,0.127,0.552,0.186
3667,2.15,-0.096,-0.061,1.02,-3.09,0.115,0.577,0.19
3668,2.32,-0.074,0.053,1.034,-3.221,0.105,0.603,0.193
3669,2.478,-0.043,0.217,1.041,-3.349,0.097,0.629,0.194
3670,2.621,-0.007,0.397,1.046,-3.471,0.093,0.655,0.194
3671,2.75,0.025,0.539,1.053,-3.585,0.091,0.678,0.195
3672,2.864,0.049,0.588,1.063,-3.689,0.09,0.698,0.197
3673,2.959,0.061,0.508,1.077,-3.783,0.087,0.714,0.2
3674,3.031,0.065,0.288,1.092,-3.865,0.082,0.726,0.203
3675,3.071,0.065,-0.052,1.104,-3.938,0.073,0.735,0.206
3676,3.077,0.065,-0.466,1.108,-4.001,0.063,0.741,0.208
3677,3.046,0.064,-0.895,1.102,-4.057,0.053,0.745,0.207
3678,2.984,0.061,-1.273,1.086,-4.104,0.044,0.749,0.205
3679,2.898,0.051,-1.548,1.063,-4.142,0.04,0.752,0.201
3680,2.8,0.034,-1.682,1.038,-4.169,0.039,0.755,0.197
3681,2.702,0.01,-1.666,1.015,-4.185,0.04,0.758,0.193
3682,2.613,-0.017,-1.51,0.999,-4.189,0.044,0.761,0.189
3683,2.539,-0.044,-1.241,0.99,-4.182,0.048,0.764,0.187
3684,2.482,-0.067,-0.901,0.989,-4.169,0.052,0.766,0.186
3685,2.441,-0.085,-0.542,0.991,-4.153,0.055,0.768,0.186
3686,2.415,-0.098,-0.216,0.992,-4.139,0.058,0.77,0.186
3687,2.403,-0.106,0.026,0.988,-4.132,0.06,0.772,0.184
3688,2.406,-0.112,0.15,0.977,-4.135,0.062,0.774,0.182
3689,2.425,-0.115,0.137,0.956,-4.149,0.065,0.777,0.178
3690,2.46,-0.116,-0.004,0.929,-4.174,0.068,0.78,0.173
3691,2.509,-0.115,-0.24,0.9,-4.206,0.072,0.782,0.168
3692,2.564,-0.112,-0.516,0.874,-4.24,0.075,0.785,0.164
3693,2.617,-0.108,-0.767,0.856,-4.27,0.078,0.787,0.161
3694,2.66,-0.103,-0.936,0.847,-4.291,0.078,0.788,0.16
3695,2.687,-0.097,-0.984,0.847,-4.301,0.077,0.789,0.16
3696,2.695,-0.088,-0.905,0.854,-4.302,0.075,0.791,0.161
3697,2.684,-0.075,-0.716,0.865,-4.294,0.072,0.792,0.163
3698,2.659,-0.059,-0.458,0.876,-4.281,0.069,0.793,0.164
3699,2.623,-0.04,-0.182,0.882,-4.266,0.066,0.794,0.165
3700,2.583,-0.023,0.068,0.883,-4.252,0.065,0.795,0.165
3701,2.546,-0.013,0.253,0.876,-4.24,0.066,0.795,0.163
3702,2.516,-0.013,0.352,0.863,-4.231,0.066,0.795,0.161
3703,2.496,-0.026,0.361,0.847,-4.227,0.067,0.795,0.158
3704,2.488,-0.052,0.285,0.831,-4.231,0.067,0.794,0.155
3705,2.489,-0.086,0.145,0.82,-4.243,0.065,0.795,0.153
3706,2.496,-0.122,-0.033,0.814,-4.263,0.06,0.796,0.152
3707,2.502,-0.153,-0.219,0.814,-4.29,0.054,0.798,0.152
3708,2.502,-0.172,-0.384,0.818,-4.319,0.048,0.801,0.153
3709,2.489,-0.178,-0.506,0.823,-4.349,0.042,0.805,0.155
3710,2.464,-0.172,-0.573,0.829,-4.374,0.037,0.809,0.156
3711,2.431,-0.16,-0.584,0.834,-4.395,0.034,0.813,0.157
3712,2.4,-0.145,-0.55,0.841,-4.411,0.032,0.816,0.158
3713,2.382,-0.134,-0.488,0.849,-4.424,0.031,0.819,0.16
3714,2.385,-0.126,-0.421,0.862,-4.438,0.03,0.823,0.162
3715,2.413,-0.122,-0.37,0.878,-4.455,0.029,0.827,0.165
3716,2.462,-0.117,-0.348,0.899,-4.475,0.028,0.831,0.168
3717,2.524,-0.109,-0.362,0.92,-4.497,0.028,0.835,0.172
3718,2.588,-0.098,-0.403,0.939,-4.52,0.031,0.838,0.176
3719,2.646,-0.085,-0.459,0.955,-4.542,0.036,0.841,0.179
3720,2.69,-0.074,-0.513,0.965,-4.56,0.042,0.844,0.181
3721,2.719,-0.069,-0.556,0.969,-4.576,0.048,0.847,0.182
3722,2.735,-0.074,-0.586,0.969,-4.588,0.052,0.848,0.182
3723,2.74,-0.088,-0.601,0.966,-4.598,0.053,0.85,0.181
3724,2.74,-0.108,-0.599,0.963,-4.602,0.05,0.851,0.181
3725,2.735,-0.127,-0.574,0.959,-4.602,0.045,0.851,0.18
3726,2.729,-0.14,-0.521,0.956,-4.597,0.039,0.851,0.179
3727,2.72,-0.143,-0.435,0.953,-4.589,0.033,0.851,0.179
3728,2.708,-0.136,-0.326,0.948,-4.582,0.03,0.851,0.178
3729,2.692,-0.121,-0.211,0.942,-4.578,0.03,0.852,0.176
3730,2.674,-0.1,-0.116,0.935,-4.58,0.033,0.853,0.175
3731,2.656,-0.079,-0.067,0.929,-4.59,0.037,0.856,0.174
3732,2.64,-0.061,-0.08,0.926,-4.606,0.044,0.859,0.173
3733,2.631,-0.049,-0.156,0.924,-4.626,0.052,0.861,0.173
3734,2.629,-0.041,-0.285,0.922,-4.648,0.06,0.864,0.173
3735,2.636,-0.038,-0.443,0.917,-4.668,0.07,0.865,0.172
3736,2.652,-0.035,-0.601,0.909,-4.685,0.078,0.866,0.171
3737,2.674,-0.031,-0.727,0.897,-4.698,0.084,0.867,0.169
3738,2.7,-0.027,-0.795,0.884,-4.707,0.089,0.868,0.167
3739,2.727,-0.023,-0.785,0.872,-4.715,0.091,0.869,0.164
3740,2.753,-0.021,-0.701,0.865,-4.723,0.091,0.872,0.163
3741,2.775,-0.022,-0.563,0.865,-4.735,0.088,0.876,0.163
3742,2.794,-0.026,-0.407,0.872,-4.751,0.084,0.881,0.164
3743,2.812,-0.034,-0.274,0.885,-4.77,0.078,0.887,0.166
3744,2.829,-0.044,-0.189,0.901,-4.792,0.07,0.892,0.169
3745,2.849,-0.054,-0.165,0.917,-4.814,0.062,0.896,0.172
3746,2.872,-0.063,-0.193,0.933,-4.832,0.054,0.899,0.175
3747,2.896,-0.068,-0.255,0.946,-4.845,0.048,0.901,0.177
3748,2.918,-0.07,-0.33,0.958,-4.851,0.045,0.901,0.179
3749,2.931,-0.068,-0.4,0.967,-4.85,0.045,0.9,0.181
3750,2.932,-0.065,-0.452,0.973,-4.841,0.047,0.897,0.182
3751,2.92,-0.062,-0.479,0.975,-4.826,0.052,0.894,0.183
3752,2.901,-0.063,-0.473,0.972,-4.808,0.059,0.891,0.182
3753,2.879,-0.069,-0.426,0.965,-4.787,0.066,0.888,0.181
3754,2.86,-0.078,-0.331,0.955,-4.764,0.073,0.885,0.179
3755,2.845,-0.088,-0.191,0.943,-4.738,0.078,0.882,0.176
3756,2.831,-0.095,-0.019,0.932,-4.709,0.081,0.879,0.174
3757,2.816,-0.099,0.155,0.919,-4.677,0.081,0.875,0.171
3758,2.798,-0.098,0.297,0.905,-4.645,0.08,0.871,0.168
3759,2.779,-0.092,0.376,0.889,-4.614,0.076,0.867,0.165
3760,2.761,-0.082,0.372,0.871,-4.588,0.073,0.862,0.162
3761,2.747,-0.069,0.286,0.853,-4.567,0.07,0.857,0.159
3762,2.738,-0.053,0.136,0.836,-4.553,0.069,0.852,0.156
3763,2.73,-0.039,-0.055,0.822,-4.544,0.069,0.848,0.154
3764,2.717,-0.028,-0.26,0.813,-4.538,0.07,0.844,0.152
3765,2.693,-0.022,-0.457,0.807,-4.535,0.071,0.84,0.152
3766,2.654,-0.023,-0.634,0.806,-4.53,0.071,0.837,0.152
3767,2.599,-0.028,-0.783,0.805,-4.522,0.071,0.833,0.152
3768,2.532,-0.036,-0.901,0.804,-4.507,0.071,0.829,0.152
3769,2.459,-0.042,-0.983,0.8,-4.483,0.07,0.823,0.151
3770,2.39,-0.046,-1.017,0.791,-4.45,0.071,0.817,0.15
3771,2.333,-0.046,-0.987,0.777,-4.408,0.073,0.809,0.147
3772,2.293,-0.046,-0.879,0.758,-4.359,0.075,0.802,0.143
3773,2.273,-0.052,-0.689,0.737,-4.305,0.079,0.794,0.139
3774,2.267,-0.067,-0.435,0.716,-4.25,0.083,0.788,0.135
3775,2.271,-0.093,-0.158,0.699,-4.199,0.087,0.782,0.131
3776,2.275,-0.128,0.085,0.687,-4.154,0.09,0.777,0.128
3777,2.273,-0.166,0.236,0.682,-4.119,0.091,0.773,0.127
3778,2.262,-0.201,0.255,0.684,-4.096,0.09,0.769,0.128
3779,2.24,-0.226,0.136,0.692,-4.083,0.088,0.765,0.129
3780,2.211,-0.237,-0.093,0.702,-4.078,0.085,0.761,0.131
3781,2.179,-0.236,-0.374,0.711,-4.076,0.084,0.756,0.134
3782,2.148,-0.224,-0.638,0.716,-4.073,0.083,0.752,0.135
3783,2.12,-0.207,-0.822,0.712,-4.064,0.084,0.748,0.135
3784,2.095,-0.189,-0.883,0.7,-4.048,0.086,0.744,0.133
3785,2.071,-0.172,-0.803,0.682,-4.023,0.088,0.74,0.129
3786,2.049,-0.156,-0.598,0.661,-3.991,0.089,0.737,0.125
3787,2.031,-0.139,-0.309,0.64,-3.954,0.09,0.734,0.12
3788,2.021,-0.12,0.003,0.623,-3.916,0.09,0.732,0.117
3789,2.021,-0.101,0.274,0.612,-3.879,0.09,0.729,0.114
3790,2.032,-0.087,0.452,0.609,-3.847,0.089,0.725,0.113
3791,2.052,-0.082,0.508,0.615,-3.82,0.088,0.721,0.114
3792,2.077,-0.089,0.439,0.628,-3.801,0.087,0.717,0.117
3793,2.101,-0.106,0.261,0.647,-3.788,0.083,0.712,0.121
3794,2.119,-0.13,0.008,0.667,-3.781,0.078,0.707,0.125
3795,2.126,-0.155,-0.281,0.686,-3.777,0.071,0.702,0.129
3796,2.119,-0.179,-0.564,0.697,-3.775,0.064,0.697,0.131
3797,2.097,-0.2,-0.803,0.698,-3.77,0.059,0.693,0.132
3798,2.061,-0.22,-0.963,0.687,-3.76,0.056,0.689,0.13
3799,2.019,-0.238,-1.019,0.666,-3.743,0.056,0.685,0.126
3800,1.976,-0.253,-0.965,0.64,-3.718,0.06,0.681,0.121
3801,1.939,-0.262,-0.815,0.614,-3.687,0.065,0.677,0.116
3802,1.91,-0.264,-0.605,0.593,-3.652,0.071,0.674,0.112
3803,1.89,-0.254,-0.385,0.583,-3.618,0.075,0.671,0.11
3804,1.877,-0.235,-0.204,0.583,-3.59,0.077,0.668,0.11
3805,1.868,-0.206,-0.102,0.593,-3.571,0.077,0.666,0.111
3806,1.864,-0.174,-0.094,0.61,-3.564,0.075,0.665,0.114
3807,1.869,-0.143,-0.166,0.629,-3.57,0.071,0.665,0.118
3808,1.884,-0.117,-0.285,0.646,-3.587,0.067,0.666,0.121
3809,1.913,-0.099,-0.402,0.655,-3.611,0.062,0.669,0.123
3810,1.954,-0.09,-0.472,0.657,-3.64,0.058,0.674,0.124
3811,2.001,-0.09,-0.467,0.65,-3.666,0.056,0.679,0.123
3812,2.049,-0.1,-0.386,0.638,-3.688,0.057,0.684,0.12
3813,2.09,-0.115,-0.252,0.622,-3.701,0.061,0.688,0.117
3814,2.121,-0.132,-0.102,0.607,-3.706,0.067,0.691,0.114
3815,2.142,-0.145,0.026,0.596,-3.704,0.075,0.693,0.112
3816,2.157,-0.149,0.108,0.594,-3.698,0.083,0.693,0.111
3817,2.168,-0.141,0.133,0.602,-3.692,0.089,0.692,0.112
3818,2.179,-0.124,0.104,0.618,-3.691,0.093,0.691,0.116
3819,2.189,-0.102,0.03,0.641,-3.698,0.094,0.692,0.12
3820,2.198,-0.083,-0.075,0.664,-3.715,0.091,0.693,0.124
3821,2.203,-0.071,-0.199,0.683,-3.742,0.087,0.697,0.128
3822,2.206,-0.069,-0.325,0.694,-3.778,0.082,0.701,0.13
3823,2.207,-0.075,-0.439,0.695,-3.819,0.078,0.708,0.131
3824,2.21,-0.085,-0.528,0.686,-3.862,0.076,0.714,0.129
3825,2.219,-0.094,-0.583,0.67,-3.903,0.075,0.721,0.126
3826,2.235,-0.099,-0.599,0.652,-3.939,0.077,0.728,0.123
3827,2.259,-0.097,-0.58,0.636,-3.97,0.079,0.734,0.12
3828,2.288,-0.091,-0.534,0.626,-3.995,0.082,0.739,0.118
3829,2.32,-0.082,-0.474,0.622,-4.015,0.084,0.743,0.117
3830,2.354,-0.073,-0.415,0.622,-4.03,0.085,0.747,0.117
3831,2.386,-0.066,-0.366,0.625,-4.042,0.084,0.75,0.118
3832,2.416,-0.063,-0.333,0.629,-4.052,0.082,0.752,0.118
3833,2.44,-0.066,-0.319,0.634,-4.06,0.078,0.754,0.119
3834,2.455,-0.075,-0.327,0.639,-4.069,0.075,0.755,0.12
3835,2.458,-0.091,-0.363,0.645,-4.078,0.073,0.757,0.121
3836,2.45,-0.112,-0.43,0.649,-4.091,0.074,0.758,0.122
3837,2.433,-0.135,-0.526,0.652,-4.107,0.079,0.76,0.123
3838,2.415,-0.158,-0.638,0.651,-4.128,0.086,0.762,0.123
3839,2.406,-0.177,-0.737,0.646,-4.153,0.096,0.765,0.122
3840,2.411,-0.193,-0.786,0.636,-4.182,0.106,0.77,0.12
3841,2.433,-0.206,-0.751,0.623,-4.21,0.114,0.776,0.118
3842,2.47,-0.215,-0.614,0.61,-4.235,0.118,0.782,0.115
3843,2.516,-0.221,-0.386,0.598,-4.253,0.118,0.789,0.113
3844,2.565,-0.222,-0.102,0.59,-4.265,0.113,0.795,0.111
3845,2.614,-0.215,0.182,0.586,-4.271,0.104,0.8,0.109
3846,2.66,-0.2,0.406,0.585,-4.276,0.092,0.804,0.109
3847,2.7,-0.177,0.523,0.587,-4.284,0.079,0.807,0.109
3848,2.734,-0.147,0.515,0.588,-4.299,0.066,0.81,0.109
3849,2.758,-0.114,0.389,0.59,-4.322,0.055,0.813,0.11
3850,2.77,-0.081,0.176,0.59,-4.353,0.046,0.815,0.11
3851,2.767,-0.05,-0.086,0.589,-4.388,0.038,0.818,0.11
3852,2.749,-0.024,-0.358,0.587,-4.425,0.033,0.821,0.111
3853,2.717,-0.007,-0.606,0.585,-4.459,0.028,0.824,0.111
3854,2.677,0,-0.81,0.582,-4.486,0.024,0.826,0.11
3855,2.638,-0.007,-0.954,0.579,-4.503,0.021,0.827,0.11
3856,2.609,-0.026,-1.028,0.578,-4.506,0.02,0.827,0.11
3857,2.595,-0.058,-1.027,0.582,-4.495,0.02,0.825,0.111
3858,2.601,-0.1,-0.955,0.593,-4.468,0.022,0.821,0.113
3859,2.623,-0.149,-0.819,0.611,-4.427,0.026,0.815,0.116
3860,2.657,-0.198,-0.637,0.633,-4.377,0.031,0.808,0.12
3861,2.695,-0.243,-0.433,0.656,-4.324,0.036,0.801,0.124
3862,2.727,-0.277,-0.233,0.675,-4.274,0.041,0.795,0.127
3863,2.746,-0.295,-0.064,0.684,-4.232,0.046,0.79,0.128
3864,2.744,-0.295,0.056,0.681,-4.201,0.053,0.785,0.127
3865,2.721,-0.278,0.113,0.669,-4.178,0.06,0.782,0.125
3866,2.678,-0.25,0.102,0.65,-4.161,0.067,0.779,0.121
3867,2.622,-0.218,0.025,0.628,-4.143,0.074,0.774,0.118
3868,2.559,-0.189,-0.106,0.609,-4.123,0.08,0.769,0.114
3869,2.501,-0.169,-0.266,0.593,-4.095,0.087,0.761,0.112
3870,2.457,-0.16,-0.42,0.583,-4.062,0.094,0.753,0.11
3871,2.431,-0.164,-0.536,0.576,-4.024,0.103,0.744,0.109
3872,2.427,-0.179,-0.589,0.572,-3.984,0.112,0.736,0.108
3873,2.441,-0.2,-0.574,0.568,-3.945,0.122,0.729,0.107
3874,2.467,-0.225,-0.504,0.564,-3.908,0.132,0.723,0.106
3875,2.492,-0.246,-0.404,0.557,-3.876,0.14,0.719,0.105
3876,2.508,-0.261,-0.305,0.55,-3.849,0.146,0.715,0.104
3877,2.508,-0.264,-0.233,0.543,-3.829,0.149,0.712,0.102
3878,2.489,-0.256,-0.203,0.537,-3.817,0.148,0.71,0.101
3879,2.457,-0.239,-0.22,0.535,-3.811,0.145,0.709,0.101
